"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"INFAPREM","Low birthweight","LIVBRTTX","% of total live births","CHE","Switzerland","2017","2017",6.4,,
"INFAPREM","Low birthweight","LIVBRTTX","% of total live births","CHE","Switzerland","2018","2018",6.5,,
"INFAPREM","Low birthweight","LIVBRTTX","% of total live births","CHE","Switzerland","2019","2019",6.1,,
"INFAPREM","Low birthweight","LIVBRTTX","% of total live births","CHE","Switzerland","2020","2020",6,"P","Provisional value"
"INFAPREM","Low birthweight","LIVBRTTX","% of total live births","TUR","Turkey","2016","2016",8.3,,
"INFAPREM","Low birthweight","LIVBRTTX","% of total live births","TUR","Turkey","2017","2017",8.1,,
"INFAPREM","Low birthweight","LIVBRTTX","% of total live births","TUR","Turkey","2018","2018",7.6,,
"INFAPREM","Low birthweight","LIVBRTTX","% of total live births","TUR","Turkey","2019","2019",8,,
"INFAPREM","Low birthweight","LIVBRTTX","% of total live births","GBR","United Kingdom","2016","2016",6.9,,
"INFAPREM","Low birthweight","LIVBRTTX","% of total live births","GBR","United Kingdom","2017","2017",6.9,,
"INFAPREM","Low birthweight","LIVBRTTX","% of total live births","GBR","United Kingdom","2018","2018",6.9,,
"INFAPREM","Low birthweight","LIVBRTTX","% of total live births","GBR","United Kingdom","2019","2019",6.8,,
"INFAPREM","Low birthweight","LIVBRTTX","% of total live births","USA","United States","2016","2016",8.2,,
"INFAPREM","Low birthweight","LIVBRTTX","% of total live births","USA","United States","2017","2017",8.3,,
"INFAPREM","Low birthweight","LIVBRTTX","% of total live births","USA","United States","2018","2018",8.3,,
"INFAPREM","Low birthweight","LIVBRTTX","% of total live births","USA","United States","2019","2019",8.3,,
"INFAPREM","Low birthweight","LIVBRTTX","% of total live births","CHL","Chile","2016","2016",6.3,,
"INFAPREM","Low birthweight","LIVBRTTX","% of total live births","CHL","Chile","2017","2017",6.7,,
"INFAPREM","Low birthweight","LIVBRTTX","% of total live births","CHL","Chile","2018","2018",7,,
"INFAPREM","Low birthweight","LIVBRTTX","% of total live births","CHL","Chile","2019","2019",6.8,"P","Provisional value"
"INFAPREM","Low birthweight","LIVBRTTX","% of total live births","EST","Estonia","2016","2016",4.1,,
"INFAPREM","Low birthweight","LIVBRTTX","% of total live births","EST","Estonia","2017","2017",4.2,,
"INFAPREM","Low birthweight","LIVBRTTX","% of total live births","EST","Estonia","2018","2018",4.1,,
"INFAPREM","Low birthweight","LIVBRTTX","% of total live births","EST","Estonia","2019","2019",4.4,,
"INFAPREM","Low birthweight","LIVBRTTX","% of total live births","ISR","Israel","2016","2016",7.7,,
"INFAPREM","Low birthweight","LIVBRTTX","% of total live births","ISR","Israel","2017","2017",7.7,,
"INFAPREM","Low birthweight","LIVBRTTX","% of total live births","ISR","Israel","2018","2018",7.4,,
"INFAPREM","Low birthweight","LIVBRTTX","% of total live births","ISR","Israel","2019","2019",7.4,,
"INFAPREM","Low birthweight","LIVBRTTX","% of total live births","SVN","Slovenia","2016","2016",6.6,,
"INFAPREM","Low birthweight","LIVBRTTX","% of total live births","SVN","Slovenia","2017","2017",6.6,,
"INFAPREM","Low birthweight","LIVBRTTX","% of total live births","SVN","Slovenia","2018","2018",6.3,,
"INFAPREM","Low birthweight","LIVBRTTX","% of total live births","SVN","Slovenia","2019","2019",5.9,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","AUS","Australia","2017","2017",92.5,"D","Difference in methodology"
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","AUS","Australia","2017","2017",91.2,"D","Difference in methodology"
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","AUS","Australia","2017","2017",83.4,"D","Difference in methodology"
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","AUS","Australia","2017","2017",73.8,"D","Difference in methodology"
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","AUS","Australia","2017","2017",85.6,"D","Difference in methodology"
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","AUS","Australia","2017","2017",92.1,"D","Difference in methodology"
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","AUS","Australia","2017","2017",89.6,"D","Difference in methodology"
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","AUS","Australia","2017","2017",82,"D","Difference in methodology"
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","AUS","Australia","2017","2017",73.7,"D","Difference in methodology"
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","AUS","Australia","2017","2017",84.8,"D","Difference in methodology"
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","AUS","Australia","2017","2017",91.9,"D","Difference in methodology"
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","AUS","Australia","2017","2017",90.4,"D","Difference in methodology"
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","AUS","Australia","2017","2017",82.6,"D","Difference in methodology"
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","AUS","Australia","2017","2017",74,"D","Difference in methodology"
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","AUS","Australia","2017","2017",85.2,"D","Difference in methodology"
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2016","2016",92.8,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2017","2017",90.5,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2018","2018",89.5,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2019","2019",92.9,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2020","2020",93.7,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2016","2016",64.6,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2017","2017",67,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2018","2018",68.2,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2019","2019",68.1,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2020","2020",70.2,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2016","2016",41.2,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2017","2017",40.2,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2018","2018",42.7,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2019","2019",44.4,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2020","2020",47,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2016","2016",68.5,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2017","2017",68.7,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2018","2018",70.3,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2019","2019",70.5,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2020","2020",73.3,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2016","2016",93.8,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2017","2017",92.8,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2018","2018",91.7,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2019","2019",92.6,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2020","2020",94.2,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2016","2016",64.3,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2017","2017",65.9,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2018","2018",66.2,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2019","2019",67.5,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2020","2020",69.2,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2016","2016",48.9,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2017","2017",47.5,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2018","2018",50,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2019","2019",45.4,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2020","2020",51.4,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2016","2016",72,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2017","2017",72,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2018","2018",73.2,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2019","2019",72,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2020","2020",74.8,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2016","2016",93.3,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2017","2017",91.7,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2018","2018",90.6,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2019","2019",92.7,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","AUT","Austria","2020","2020",94,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2016","2016",64.5,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2017","2017",66.5,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2018","2018",67.2,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2019","2019",67.8,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","AUT","Austria","2020","2020",69.7,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2016","2016",44.6,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2017","2017",43.4,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2018","2018",45.9,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2019","2019",44.9,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","AUT","Austria","2020","2020",48.9,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2016","2016",70.2,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2017","2017",70.3,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2018","2018",71.7,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2019","2019",71.2,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2020","2020",74,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","BEL","Belgium","2016","2016",93.2,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","BEL","Belgium","2017","2017",92.1,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","BEL","Belgium","2018","2018",92,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","BEL","Belgium","2019","2019",92,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","BEL","Belgium","2016","2016",66.5,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","BEL","Belgium","2017","2017",67.6,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","BEL","Belgium","2018","2018",68.5,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","BEL","Belgium","2019","2019",66.7,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","BEL","Belgium","2016","2016",51.7,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","BEL","Belgium","2017","2017",51.4,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","BEL","Belgium","2018","2018",53.4,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","BEL","Belgium","2019","2019",52.4,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","BEL","Belgium","2016","2016",71.2,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","BEL","Belgium","2017","2017",71.6,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","BEL","Belgium","2018","2018",72.5,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","BEL","Belgium","2019","2019",71.8,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","BEL","Belgium","2016","2016",94.2,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","BEL","Belgium","2017","2017",93.6,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","BEL","Belgium","2018","2018",94.1,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","BEL","Belgium","2019","2019",93.8,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","BEL","Belgium","2016","2016",71.1,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","BEL","Belgium","2017","2017",73.5,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","BEL","Belgium","2018","2018",74,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","BEL","Belgium","2019","2019",71.5,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","BEL","Belgium","2016","2016",54.4,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","BEL","Belgium","2017","2017",56.9,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","BEL","Belgium","2018","2018",58.1,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","BEL","Belgium","2019","2019",57.8,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","BEL","Belgium","2016","2016",76.6,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","BEL","Belgium","2017","2017",77.5,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","BEL","Belgium","2018","2018",77.3,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","BEL","Belgium","2019","2019",76.3,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","BEL","Belgium","2016","2016",93.7,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","BEL","Belgium","2017","2017",92.9,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","BEL","Belgium","2018","2018",93.1,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","BEL","Belgium","2019","2019",92.9,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","BEL","Belgium","2016","2016",68.8,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","BEL","Belgium","2017","2017",70.6,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","BEL","Belgium","2018","2018",71.3,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","BEL","Belgium","2019","2019",69.1,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","BEL","Belgium","2016","2016",52.9,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","BEL","Belgium","2017","2017",53.8,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","BEL","Belgium","2018","2018",55.5,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","BEL","Belgium","2019","2019",54.8,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","BEL","Belgium","2016","2016",73.9,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","BEL","Belgium","2017","2017",74.5,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","BEL","Belgium","2018","2018",74.9,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","BEL","Belgium","2019","2019",74,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","CAN","Canada","2016","2016",94.4,"D","Difference in methodology"
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","CAN","Canada","2017","2017",94.8,"D","Difference in methodology"
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","CAN","Canada","2018","2018",93,"D","Difference in methodology"
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","CAN","Canada","2019","2019",92.4,"D","Difference in methodology"
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","CAN","Canada","2016","2016",92.4,"D","Difference in methodology"
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","CAN","Canada","2017","2017",92.8,"D","Difference in methodology"
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","CAN","Canada","2018","2018",92.5,"D","Difference in methodology"
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","CAN","Canada","2019","2019",92.5,"D","Difference in methodology"
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","CAN","Canada","2016","2016",85.9,"D","Difference in methodology"
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","CAN","Canada","2017","2017",85.2,"D","Difference in methodology"
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","CAN","Canada","2018","2018",87,"D","Difference in methodology"
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","CAN","Canada","2019","2019",87.6,"D","Difference in methodology"
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","CAN","Canada","2016","2016",79.2,"D","Difference in methodology"
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","CAN","Canada","2017","2017",80.3,"D","Difference in methodology"
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","CAN","Canada","2018","2018",80.4,"D","Difference in methodology"
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","CAN","Canada","2019","2019",80,"D","Difference in methodology"
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","CAN","Canada","2016","2016",87.8,"D","Difference in methodology"
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","CAN","Canada","2017","2017",87.9,"D","Difference in methodology"
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","CAN","Canada","2018","2018",88.2,"D","Difference in methodology"
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","CAN","Canada","2019","2019",88.2,"D","Difference in methodology"
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","CAN","Canada","2016","2016",93.6,"D","Difference in methodology"
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","CAN","Canada","2017","2017",94.6,"D","Difference in methodology"
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","CAN","Canada","2018","2018",94,"D","Difference in methodology"
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","CAN","Canada","2019","2019",95,"D","Difference in methodology"
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","CAN","Canada","2016","2016",94.7,"D","Difference in methodology"
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","CAN","Canada","2017","2017",93.9,"D","Difference in methodology"
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","CAN","Canada","2018","2018",93.4,"D","Difference in methodology"
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","CAN","Canada","2019","2019",93.2,"D","Difference in methodology"
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","CAN","Canada","2016","2016",87.2,"D","Difference in methodology"
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","CAN","Canada","2017","2017",87.3,"D","Difference in methodology"
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","CAN","Canada","2018","2018",87.7,"D","Difference in methodology"
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","CAN","Canada","2019","2019",88.6,"D","Difference in methodology"
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","CAN","Canada","2016","2016",79,"D","Difference in methodology"
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","CAN","Canada","2017","2017",79.5,"D","Difference in methodology"
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","CAN","Canada","2018","2018",79.9,"D","Difference in methodology"
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","CAN","Canada","2019","2019",80.5,"D","Difference in methodology"
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","CAN","Canada","2016","2016",89.1,"D","Difference in methodology"
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","CAN","Canada","2017","2017",89.1,"D","Difference in methodology"
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","CAN","Canada","2018","2018",89.1,"D","Difference in methodology"
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","CAN","Canada","2019","2019",89.5,"D","Difference in methodology"
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","CAN","Canada","2016","2016",94,"D","Difference in methodology"
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","CAN","Canada","2017","2017",94.7,"D","Difference in methodology"
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","CAN","Canada","2018","2018",93.5,"D","Difference in methodology"
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","CAN","Canada","2019","2019",93.8,"D","Difference in methodology"
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","CAN","Canada","2016","2016",93.5,"D","Difference in methodology"
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","CAN","Canada","2017","2017",93.3,"D","Difference in methodology"
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","CAN","Canada","2018","2018",92.9,"D","Difference in methodology"
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","CAN","Canada","2019","2019",92.8,"D","Difference in methodology"
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","CAN","Canada","2016","2016",86.5,"D","Difference in methodology"
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","CAN","Canada","2017","2017",86.2,"D","Difference in methodology"
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","CAN","Canada","2018","2018",87.4,"D","Difference in methodology"
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","CAN","Canada","2019","2019",88.1,"D","Difference in methodology"
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","CAN","Canada","2016","2016",79.1,"D","Difference in methodology"
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","CAN","Canada","2017","2017",79.9,"D","Difference in methodology"
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","CAN","Canada","2018","2018",80.2,"D","Difference in methodology"
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","CAN","Canada","2019","2019",80.2,"D","Difference in methodology"
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","CAN","Canada","2016","2016",88.4,"D","Difference in methodology"
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","CAN","Canada","2017","2017",88.5,"D","Difference in methodology"
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","CAN","Canada","2018","2018",88.6,"D","Difference in methodology"
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","CAN","Canada","2019","2019",88.8,"D","Difference in methodology"
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2016","2016",96,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2017","2017",95.5,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2018","2018",96.1,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2019","2019",93.8,,
